game_pk,team_side,team_id,runs_batting,hits_batting,strikeOuts_batting,baseOnBalls_batting,avg,obp,slg,pitchesThrown,balls_pitching,strikes_pitching,strikeOuts_pitching,baseOnBalls_pitching,hits_pitching,earnedRuns,homeRuns_pitcing,runs_pitching,era,whip,groundOuts_pitching,airOuts_pitching,total,putOuts,assists,errors,doublePlays,triplePlays,rangeFactor,caughtStealing,passedBall,innings
634642,home,147,2,6,13,6,.171,.293,.257,159,55,104,13,2,8,2,1,3,1.80,1.00,4,11,0,30,7,0,0,0,0,1,0,0
634642,away,141,3,8,13,2,.222,.263,.333,181,78,103,13,6,6,2,1,2,1.80,1.20,10,6,0,30,10,0,0,0,0,0,0,0
634645,home,116,3,5,14,5,.167,.286,.300,154,60,94,5,6,6,2,1,2,2.00,1.33,11,10,0,27,12,0,0,0,0,0,0,0
634645,away,114,2,6,5,6,.188,.316,.313,125,48,77,14,5,5,3,1,3,3.38,1.25,5,6,0,24,6,1,0,0,0,0,0,0
634638,home,158,6,11,9,2,.275,.341,.300,189,74,115,17,7,10,5,1,5,4.50,1.70,7,6,0,30,6,0,0,0,0,0,0,0
634638,away,142,5,10,17,7,.256,.370,.436,151,50,101,9,2,11,1,0,6,1.00,1.44,10,10,0,27,10,2,0,0,0,0,0,0
634634,home,112,3,2,13,4,.077,.182,.154,214,92,122,10,11,9,5,1,5,5.00,2.22,11,5,0,27,13,0,0,0,0,1,0,0
634634,away,134,5,9,10,11,.257,.447,.400,151,60,91,13,4,2,2,0,3,2.00,0.67,8,7,0,27,8,2,0,0,0,0,0,0
634622,home,143,3,9,13,4,.250,.333,.306,134,41,93,10,2,7,2,1,2,1.80,0.90,7,13,0,30,7,1,0,0,0,0,0,0
634622,away,144,2,7,10,2,.189,.250,.324,151,50,101,13,4,9,2,0,3,1.86,1.34,11,5,0,29,11,1,0,0,0,0,0,0
634615,home,115,8,11,4,3,.314,.368,.400,190,74,116,6,8,15,5,0,5,5.00,2.56,10,6,0,27,12,0,0,0,0,0,0,0
634615,away,119,5,15,6,8,.417,.522,.556,131,44,87,4,3,11,7,0,8,7.88,1.75,15,6,0,24,15,2,0,0,0,1,0,0
634618,home,135,8,10,10,5,.313,.410,.594,169,51,118,12,1,12,4,4,7,4.00,1.44,7,9,0,27,6,1,0,0,0,0,0,0
634618,away,109,7,12,12,1,.300,.317,.675,149,54,95,10,5,10,8,2,8,9.00,1.88,5,8,0,24,6,0,0,0,0,0,0,0
634636,home,113,6,10,8,5,.294,.390,.559,146,44,102,7,3,10,9,2,11,9.00,1.44,12,8,0,27,12,2,0,0,0,0,0,0
634636,away,138,11,10,7,3,.270,.341,.486,176,76,100,8,5,10,6,2,6,6.00,1.67,4,14,0,27,4,0,0,0,0,0,0,0
634630,home,118,14,15,8,8,.395,.500,.632,202,80,122,16,9,15,9,0,10,9.00,2.67,3,6,0,27,5,0,0,0,0,0,1,0
634630,away,140,10,15,16,9,.375,.500,.450,200,80,120,8,8,15,14,3,14,15.75,2.88,12,5,0,24,10,3,0,0,0,0,1,0
634652,home,146,0,3,9,1,.100,.129,.100,138,50,88,12,3,5,1,1,1,1.00,0.89,7,8,0,27,5,0,0,0,0,0,0,0
634652,away,139,1,5,12,3,.156,.250,.281,121,36,85,9,1,3,0,0,0,0.00,0.44,8,10,0,27,7,0,0,0,0,0,0,0
634655,home,108,4,6,10,4,.200,.294,.300,125,42,83,10,2,7,3,1,3,3.00,1.00,10,6,0,27,10,0,0,0,0,1,0,0
634655,away,145,3,7,10,2,.212,.257,.364,140,48,92,10,4,6,2,1,4,2.25,1.25,7,7,0,24,7,1,0,0,0,0,1,0
634640,home,133,1,6,10,3,.200,.286,.267,152,63,89,5,6,9,8,2,8,8.00,1.67,9,12,0,27,8,0,0,0,0,0,0,0
634640,away,117,8,9,5,6,.273,.395,.545,155,53,102,10,3,6,0,0,1,0.00,1.00,6,9,0,27,8,2,0,0,0,0,0,0
634625,home,136,8,5,9,9,.156,.349,.250,174,71,103,7,4,10,6,4,7,5.40,1.40,10,12,0,30,11,1,0,0,0,0,0,0
634625,away,137,7,10,7,4,.256,.326,.641,171,70,101,9,9,5,6,0,8,6.00,1.56,7,12,0,27,7,1,0,0,0,0,0,0
634627,home,111,0,2,8,2,.069,.129,.103,164,65,99,7,2,9,2,0,3,2.00,1.22,11,7,0,27,14,1,0,0,0,0,0,0
634627,away,110,3,9,7,2,.265,.306,.324,136,47,89,8,2,2,0,0,0,0.00,0.44,5,14,0,27,3,1,0,0,0,0,1,0
634647,home,120,1,4,8,7,.244,.316,.382,84,21,63,6,0,7,5,2,5,3.76,1.21,9,6,0,21,8,1,0,0,0,1,0,0
634647,away,121,5,7,6,0,.232,.312,.377,157,68,89,8,7,4,1,0,1,3.08,1.12,7,5,0,21,7,0,0,0,0,0,0,0
634627,home,111,0,2,8,2,.069,.129,.103,164,65,99,7,2,9,2,0,3,2.00,1.22,11,7,0,27,14,1,0,0,0,0,0,0
634627,away,110,3,9,7,2,.265,.306,.324,136,47,89,8,2,2,0,0,0,0.00,0.44,5,14,0,27,3,1,0,0,0,0,1,0
634602,home,146,4,10,7,3,.197,.243,.258,143,41,102,7,3,8,6,3,6,3.50,1.06,9,9,0,27,10,0,0,0,0,0,0,0
634602,away,139,6,8,7,3,.203,.278,.438,140,52,88,7,3,10,4,0,4,2.00,0.94,7,12,0,27,7,1,0,0,0,0,0,0
634653,home,115,6,8,13,2,.271,.320,.486,169,64,105,7,2,16,11,0,11,8.00,2.28,11,10,0,27,9,0,0,0,0,0,0,0
634653,away,119,11,16,7,2,.403,.473,.584,133,42,91,13,2,8,6,4,6,6.88,1.41,9,5,0,27,7,1,0,0,0,0,0,0
634631,home,108,8,8,12,5,.215,.311,.400,173,52,121,11,5,13,12,2,12,7.50,1.50,11,5,0,27,12,1,0,0,0,0,0,0
634631,away,145,12,13,11,5,.274,.338,.452,161,59,102,12,5,8,6,2,8,4.24,1.35,7,8,0,27,9,1,0,0,0,0,0,0
634605,home,133,5,8,7,3,.222,.311,.349,182,78,104,11,5,14,8,2,9,8.00,1.89,5,10,0,27,4,1,0,0,0,0,0,0
634605,away,117,9,14,11,5,.315,.409,.575,164,67,97,7,3,8,5,1,5,2.50,1.11,9,10,0,27,8,0,0,0,0,0,0,0
634576,home,135,4,9,8,7,.317,.427,.567,160,62,98,12,2,8,2,1,2,3.00,1.28,9,7,0,27,8,2,0,0,0,0,0,0
634576,away,109,2,8,12,2,.263,.291,.513,159,64,95,8,7,9,4,1,4,6.75,1.94,7,5,0,24,12,0,0,0,0,2,0,0
634578,home,136,3,6,12,4,.175,.321,.270,149,47,102,13,4,8,6,2,6,5.68,1.37,7,7,0,27,7,0,0,0,0,0,0,0
634578,away,137,6,8,13,4,.243,.317,.541,152,55,97,12,4,6,3,0,3,4.50,1.33,7,6,0,27,7,0,0,0,0,0,0,0
634644,home,147,5,11,10,6,.243,.354,.343,150,58,92,11,3,8,2,1,3,1.89,1.11,8,6,0,27,9,1,0,0,0,0,0,0
634644,away,141,3,8,11,3,.232,.293,.333,170,68,102,10,6,11,5,1,5,3.50,1.61,6,8,0,24,6,1,0,0,0,0,0,0
634577,home,111,2,7,8,2,.145,.206,.177,136,50,86,11,1,8,3,0,4,2.50,1.11,8,8,0,27,9,1,0,0,0,0,1,0
634577,away,110,4,8,11,1,.250,.278,.294,152,57,95,8,2,7,2,0,2,1.00,0.72,9,10,0,27,8,0,0,0,0,0,0,0
634573,home,116,5,10,6,5,.242,.342,.355,145,55,90,6,4,7,2,1,2,2.00,1.28,7,12,0,27,8,0,0,0,0,0,0,0
634573,away,114,2,7,6,4,.206,.311,.333,154,65,89,6,5,10,5,0,5,4.50,1.56,6,11,0,24,7,1,0,0,0,0,0,0
634604,home,118,11,12,4,4,.370,.467,.671,146,55,91,10,3,6,4,1,4,6.50,1.83,6,10,0,27,8,0,0,0,0,0,0,0
634604,away,140,4,6,10,3,.292,.407,.389,148,59,89,4,4,12,8,2,11,12.38,2.44,12,7,0,24,12,1,0,0,0,0,0,0
634643,home,112,5,7,12,4,.158,.246,.298,126,42,84,12,1,6,1,0,1,3.00,1.50,4,10,0,27,6,0,0,0,0,0,0,0
634643,away,134,1,6,12,1,.224,.350,.328,160,60,100,12,4,7,5,2,5,3.71,1.00,7,6,0,24,5,2,0,0,0,0,0,0
634580,home,143,4,8,10,4,.258,.359,.333,113,34,79,14,0,1,0,0,0,0.95,0.53,5,8,0,27,5,0,0,0,0,0,0,0
634580,away,144,0,1,14,0,.123,.162,.200,144,54,90,10,4,8,4,0,4,3.06,1.42,9,3,0,24,11,0,0,0,0,0,0,0
634629,home,133,1,3,11,5,.185,.294,.272,172,62,110,6,2,13,9,1,9,8.33,1.81,10,10,0,27,12,0,0,0,0,0,0,0
634629,away,117,9,13,6,2,.324,.405,.550,150,64,86,11,5,3,1,0,1,2.00,1.04,10,5,0,27,11,1,0,0,0,0,0,0
634654,home,113,9,12,8,3,.319,.415,.551,170,71,99,13,5,7,5,3,6,7.00,1.39,7,8,0,27,7,1,0,0,0,0,0,0
634654,away,138,6,7,13,5,.239,.321,.479,152,59,93,8,3,12,9,2,9,7.94,1.76,9,6,0,24,9,0,0,0,0,0,0,0
634596,home,146,12,14,10,5,.267,.321,.426,124,39,85,6,1,9,6,1,7,4.33,1.07,9,12,0,27,8,2,0,0,0,0,0,0
634596,away,139,7,9,6,1,.222,.278,.424,171,55,116,10,5,14,11,2,12,5.19,1.38,5,8,0,24,7,1,0,0,0,0,1,0
634575,home,158,0,1,17,1,.176,.243,.191,129,43,86,13,0,4,2,1,2,3.32,1.11,7,7,0,27,9,0,0,0,0,0,0,0
634575,away,142,2,4,13,0,.200,.282,.343,127,40,87,17,1,1,0,0,0,0.50,0.83,5,5,0,27,6,0,0,0,0,0,0,0
634633,home,115,5,7,6,3,.250,.304,.490,170,62,108,14,4,12,6,1,6,7.33,2.11,9,5,0,27,5,1,0,0,0,0,0,0
634633,away,119,6,12,14,4,.371,.444,.560,146,62,84,6,3,7,5,2,5,6.23,1.31,10,11,0,27,8,0,0,0,0,0,0,0
634623,home,135,7,10,8,6,.305,.414,.526,116,34,82,11,0,4,0,0,0,2.00,1.00,9,6,0,27,8,0,0,0,0,0,0,0
634623,away,109,0,4,11,0,.226,.248,.406,169,71,98,8,6,10,5,1,7,6.38,1.96,7,10,0,24,6,2,0,0,0,0,0,0
634646,home,108,5,9,11,2,.235,.312,.408,144,47,97,10,3,9,3,1,3,6.00,1.44,13,3,0,27,15,0,0,0,0,0,0,0
634646,away,145,3,9,10,3,.269,.336,.426,144,52,92,11,2,9,3,1,5,3.96,1.36,4,9,0,24,4,2,0,0,0,0,0,0
634639,home,136,4,8,8,3,.202,.321,.372,157,57,100,12,2,6,0,0,0,3.86,1.21,4,10,0,27,5,0,0,0,0,0,0,0
634639,away,137,0,6,12,2,.226,.299,.443,127,40,87,8,3,8,4,2,4,4.50,1.35,11,4,0,24,10,0,0,0,0,0,0,0
634620,home,120,8,11,4,3,.249,.321,.399,155,48,107,8,0,10,4,2,4,3.86,1.22,8,10,0,27,10,1,0,0,0,0,0,0
634620,away,121,4,10,8,0,.230,.309,.372,116,41,75,4,3,11,7,5,8,3.13,1.14,9,11,0,24,8,3,0,0,0,0,0,0
634617,home,143,2,8,13,3,.260,.351,.344,113,41,72,11,3,4,1,1,1,0.96,0.61,5,9,0,27,6,0,0,0,0,0,0,0
634617,away,144,1,4,11,3,.128,.180,.223,135,48,87,13,3,8,2,1,2,2.81,1.40,6,4,0,24,6,1,0,0,0,0,0,0
634607,home,147,1,5,6,2,.218,.313,.307,136,44,92,5,2,5,3,2,3,2.25,1.00,9,14,0,27,7,2,0,0,0,0,0,0
634607,away,141,3,5,5,2,.206,.264,.343,141,52,89,6,2,5,1,0,1,2.67,1.33,10,10,0,27,11,0,0,0,0,0,0,0
634610,home,111,3,6,8,2,.160,.214,.234,217,88,129,15,8,17,11,0,11,5.33,1.67,6,6,0,27,6,0,0,0,0,0,0,0
634610,away,110,11,17,15,8,.304,.363,.384,133,40,93,8,2,6,3,1,3,1.67,0.78,8,11,0,27,8,0,0,0,0,0,0,0
634611,home,116,3,2,9,3,.191,.291,.337,144,53,91,6,3,10,9,3,9,4.33,1.33,4,16,0,27,5,1,0,0,0,1,0,0
634611,away,114,9,10,6,3,.232,.319,.434,119,44,75,9,3,2,3,2,3,3.96,1.20,5,11,0,27,5,0,0,0,0,0,0,0
634560,home,113,12,9,5,5,.301,.397,.544,144,50,94,9,2,5,1,0,1,5.00,1.19,6,10,0,27,7,0,0,0,0,0,0,0
634560,away,138,1,5,9,2,.218,.298,.406,153,59,94,5,5,9,12,2,12,9.72,1.76,12,9,0,24,9,1,0,0,0,0,0,0
634593,home,118,3,8,14,0,.321,.397,.569,143,49,94,9,4,8,6,2,7,6.33,1.67,12,5,0,27,11,1,0,0,0,0,0,0
634593,away,140,7,8,9,4,.276,.384,.410,130,38,92,14,0,8,3,1,3,9.00,1.88,5,9,0,27,4,1,0,0,0,0,0,0
634597,home,158,2,5,10,3,.170,.236,.220,178,80,98,7,5,11,7,2,8,4.50,1.32,10,8,0,27,12,2,0,0,0,1,0,0
634597,away,142,8,11,7,5,.238,.319,.419,141,45,96,10,3,5,1,1,2,0.67,0.85,12,6,0,27,11,1,0,0,0,0,0,0
634613,home,112,4,3,7,7,.143,.262,.286,139,48,91,7,4,7,3,1,3,3.00,1.41,8,10,0,27,10,0,0,0,0,0,0,0
634613,away,134,3,7,7,4,.222,.336,.333,144,63,81,7,7,3,4,1,4,3.96,1.08,9,8,0,24,9,1,0,0,0,0,0,0
634557,home,115,2,4,10,2,.222,.276,.422,162,69,93,8,9,4,2,1,4,6.00,1.94,9,8,0,27,10,1,0,0,0,1,0,0
634557,away,119,4,4,8,9,.329,.424,.510,106,29,77,10,2,4,2,0,2,5.14,1.14,9,8,0,27,9,0,0,0,0,0,0,0
634651,home,133,2,4,9,2,.171,.268,.268,173,60,113,5,4,11,8,3,9,8.25,1.78,11,9,0,27,12,1,0,0,0,1,0,0
634651,away,117,9,11,5,4,.320,.398,.565,145,50,95,9,2,4,2,0,2,2.00,0.94,10,8,0,27,10,0,0,0,0,0,0,0
634572,home,135,1,6,7,5,.276,.390,.472,155,59,96,8,6,6,2,0,3,2.00,1.08,10,8,0,27,8,2,0,0,0,0,0,0
634572,away,109,3,6,8,6,.217,.265,.377,136,45,91,7,5,6,1,1,1,4.91,1.76,11,8,0,27,12,0,0,0,0,0,0,0
634637,home,108,7,10,5,5,.252,.336,.450,163,65,98,12,6,5,1,0,4,4.75,1.39,11,6,0,27,9,3,0,0,0,0,1,0
634637,away,145,4,5,12,6,.241,.327,.362,165,67,98,5,5,10,7,3,7,4.86,1.47,11,9,0,25,10,0,0,0,0,0,0,0
634556,home,120,9,13,7,5,.258,.333,.417,180,66,114,8,2,13,7,3,11,4.69,1.34,8,12,0,27,7,2,0,0,0,1,0,0
634556,away,121,11,13,8,2,.238,.314,.386,174,66,108,7,5,13,8,1,9,3.76,1.21,8,12,0,27,9,3,0,0,0,0,1,0
634588,home,116,6,8,6,1,.200,.279,.384,215,102,113,13,11,14,14,2,15,6.75,1.69,5,8,0,27,3,1,0,0,0,0,1,0
634588,away,142,15,14,13,11,.269,.371,.476,144,47,97,6,1,8,6,3,6,2.00,0.89,10,12,0,27,10,0,0,0,0,0,0,0
634612,home,140,2,5,14,1,.248,.350,.358,160,64,96,8,4,7,5,2,6,7.94,1.71,12,4,0,27,14,2,0,0,0,1,1,0
634612,away,141,6,7,8,4,.211,.295,.361,138,46,92,14,1,5,2,0,2,2.50,1.17,7,6,0,27,7,1,0,0,0,0,0,0
634616,home,114,0,3,5,4,.205,.297,.370,133,54,79,9,6,7,3,1,3,3.71,1.26,7,9,0,27,11,0,0,0,0,1,0,0
634616,away,118,3,7,9,6,.300,.384,.514,133,49,84,5,4,3,0,0,0,4.75,1.44,6,14,0,27,7,0,0,0,0,0,0,0
634587,home,147,7,7,10,7,.220,.327,.333,120,34,86,13,2,4,0,0,0,1.70,0.92,7,7,0,27,8,0,0,0,0,0,0,0
634587,away,110,0,4,13,2,.266,.325,.329,153,70,83,10,7,7,7,2,7,3.09,1.00,6,8,0,24,7,0,0,0,0,0,0,0
634558,home,113,5,8,13,5,.287,.384,.529,147,50,97,15,3,5,3,3,3,4.50,1.11,6,6,0,27,7,1,0,0,0,1,0,0
634558,away,134,3,5,15,3,.206,.311,.359,159,61,98,13,5,8,5,2,5,4.36,1.21,6,6,0,24,4,0,0,0,0,0,0,0
634562,home,146,1,5,6,1,.242,.299,.371,152,57,95,14,4,5,3,1,4,4.00,1.06,5,7,0,27,6,0,0,0,0,1,1,0
634562,away,138,4,5,14,4,.205,.289,.379,145,56,89,6,1,5,1,0,1,7.41,1.47,6,15,0,27,5,0,0,0,0,0,0,0
634606,home,143,5,7,8,3,.256,.345,.328,164,57,107,11,4,10,3,0,3,1.46,0.84,9,6,0,27,10,1,0,0,0,0,0,0
634606,away,121,3,10,11,4,.278,.350,.278,120,40,80,8,3,7,2,0,5,2.25,1.25,7,8,0,24,8,1,0,0,0,0,0,0
634601,home,111,11,16,8,3,.238,.285,.346,168,72,96,8,6,7,2,0,2,4.50,1.61,9,8,0,27,12,0,0,0,0,0,1,0
634601,away,139,2,7,8,6,.221,.295,.382,158,53,105,8,3,16,10,1,11,6.62,1.62,6,8,0,24,7,1,0,0,0,0,0,0
634566,home,112,5,5,6,3,.153,.274,.369,135,44,91,12,2,4,3,1,3,3.00,1.22,10,4,0,27,11,0,0,0,0,0,0,0
634566,away,158,3,4,12,2,.162,.231,.223,131,63,68,6,3,5,5,3,5,4.75,1.25,11,6,0,24,10,0,0,0,0,0,0,0
634552,home,108,7,10,3,5,.261,.347,.436,190,78,112,9,5,11,6,1,6,5.00,1.47,13,6,0,27,13,0,0,0,0,0,0,0
634552,away,117,6,11,9,5,.312,.391,.527,165,62,103,3,5,10,6,1,7,2.86,1.11,6,16,0,24,4,1,0,0,0,0,0,0
634600,home,133,3,6,8,4,.172,.267,.268,223,92,131,10,8,14,10,2,10,8.60,1.91,10,8,0,27,9,1,0,0,0,0,0,0
634600,away,119,10,14,10,8,.332,.430,.516,144,53,91,8,4,6,3,1,3,4.70,1.14,15,5,0,27,12,1,0,0,0,0,0,0
634591,home,135,2,8,6,4,.265,.374,.432,152,56,96,8,2,9,3,3,3,2.20,1.11,7,11,0,27,7,1,0,0,0,0,0,0
634591,away,137,3,9,8,2,.234,.299,.461,158,70,88,6,4,8,2,0,2,3.86,1.34,13,9,0,27,10,1,0,0,0,0,1,0
634551,home,136,0,3,15,4,.177,.304,.323,158,61,97,8,4,10,4,1,6,3.89,1.30,11,8,0,27,11,2,0,0,0,0,0,0
634551,away,145,6,10,8,4,.247,.333,.365,151,57,94,15,4,3,0,0,0,3.83,1.32,3,9,0,27,3,1,0,0,0,0,0,0
634595,home,120,0,2,8,3,.250,.347,.381,113,49,64,8,3,3,2,1,2,5.09,1.22,4,9,0,21,4,0,0,0,0,0,0,0
634595,away,144,2,3,8,3,.170,.234,.319,105,40,65,8,3,2,0,0,0,3.40,1.43,8,4,0,21,10,0,0,0,0,0,0,0
634603,home,116,4,10,15,6,.216,.301,.377,186,73,113,12,2,9,3,2,3,5.87,1.57,10,9,0,30,9,1,0,0,0,0,0,0
634603,away,142,3,9,12,2,.259,.349,.465,197,68,129,15,6,10,3,0,4,2.17,1.05,6,6,0,29,8,0,0,0,0,0,0,0
634624,home,120,6,10,9,4,.294,.385,.412,149,55,94,11,3,7,5,4,5,5.00,1.11,6,10,0,27,6,0,0,0,0,0,0,0
634624,away,144,5,7,11,3,.148,.204,.313,154,50,104,9,4,10,4,1,6,3.21,1.49,6,9,0,24,9,1,0,0,0,0,0,0
634586,home,108,2,7,6,1,.254,.332,.421,150,44,106,15,2,7,4,3,4,4.83,1.39,6,6,0,27,6,2,0,0,0,0,0,0
634586,away,117,4,7,15,2,.295,.371,.523,125,42,83,6,1,7,2,1,2,2.72,1.08,8,11,0,27,9,0,0,0,0,0,0,0
634599,home,147,7,11,6,5,.241,.344,.386,131,37,94,14,0,7,2,1,2,1.76,0.89,5,8,0,27,5,0,0,0,0,0,0,0
634599,away,110,2,7,14,0,.254,.304,.333,158,61,97,6,5,11,7,2,7,3.98,1.19,7,10,0,24,8,0,0,0,0,0,0,0
634530,home,113,14,17,8,3,.320,.401,.566,113,39,74,6,1,5,1,1,1,3.80,1.02,13,8,0,27,13,0,0,0,0,0,0,0
634530,away,134,1,5,6,1,.196,.288,.350,151,52,99,8,3,17,14,2,14,6.59,1.46,6,9,0,24,8,1,0,0,0,0,0,0
634594,home,146,2,7,10,6,.238,.310,.348,158,52,106,12,4,6,3,1,4,3.80,1.07,6,10,0,27,5,1,0,0,0,0,1,0
634594,away,138,4,6,12,4,.200,.283,.358,165,68,97,10,6,7,1,0,2,6.07,1.47,5,11,0,27,6,2,0,0,0,0,0,0
634608,home,143,4,10,8,3,.259,.344,.346,168,76,92,7,8,5,8,2,8,2.74,0.96,12,8,0,27,9,0,0,0,0,0,0,0
634608,away,121,8,5,7,8,.224,.346,.343,160,62,98,8,3,10,3,1,4,2.65,1.35,14,5,0,27,14,2,0,0,0,0,0,0
634590,home,111,6,10,15,3,.236,.286,.368,187,70,117,13,5,8,3,0,5,3.94,1.48,6,14,0,36,11,0,0,0,0,1,0,0
634590,away,139,5,8,13,5,.216,.301,.351,170,56,114,15,3,10,4,1,6,5.72,1.49,10,9,0,35,13,0,0,0,0,0,0,0
634559,home,112,0,1,10,5,.132,.265,.316,149,58,91,12,5,5,4,2,4,3.20,1.20,8,6,0,27,9,0,0,0,0,0,0,0
634559,away,158,4,5,12,5,.161,.240,.248,145,62,83,10,5,1,0,0,0,3.80,1.13,7,7,0,27,9,1,0,0,0,1,0,0
634635,home,140,7,11,6,2,.265,.354,.424,123,34,89,9,1,6,4,2,4,7.12,1.51,7,11,0,27,7,0,0,0,0,0,0,0
634635,away,141,4,6,9,1,.205,.279,.361,135,56,79,6,2,11,6,4,7,3.27,1.25,6,10,0,24,6,0,0,0,0,0,1,0
634619,home,115,8,9,10,4,.214,.269,.456,214,76,138,13,3,13,7,2,10,5.69,1.76,18,9,0,39,13,1,0,0,0,0,0,0
634619,away,109,10,13,13,3,.225,.275,.387,198,69,129,10,4,9,5,5,8,4.50,1.54,13,16,0,39,13,1,0,0,0,0,0,0
634628,home,133,1,5,10,2,.169,.257,.265,147,53,94,7,2,11,5,3,5,8.00,1.83,10,8,0,27,12,0,0,0,0,0,0,0
634628,away,119,5,11,7,2,.327,.420,.532,127,47,80,10,2,5,1,0,1,4.08,1.08,7,10,0,27,6,0,0,0,0,0,0,0
634529,home,135,3,8,5,2,.267,.367,.424,133,47,86,11,1,3,1,1,1,2.00,1.00,5,10,0,27,6,0,0,0,0,0,0,0
634529,away,137,1,3,11,1,.212,.272,.418,124,44,80,5,2,8,3,1,3,3.77,1.33,9,7,0,24,11,0,0,0,0,1,0,0
634609,home,136,4,9,15,3,.193,.303,.317,189,67,122,10,6,10,10,3,10,5.09,1.39,8,9,0,27,8,1,0,0,0,0,0,0
634609,away,145,10,10,10,6,.252,.343,.402,164,65,99,15,3,9,4,0,4,3.86,1.32,7,6,0,27,6,0,0,0,0,0,0,0
634527,home,120,6,9,8,4,.306,.397,.468,122,44,78,10,3,9,6,0,7,6.19,1.38,7,4,0,21,6,0,0,0,0,0,1,0
634527,away,144,7,9,10,3,.177,.235,.329,129,49,80,8,4,9,6,1,6,3.98,1.55,8,4,0,21,9,0,0,0,0,0,0,0
634595,home,120,0,2,8,3,.250,.347,.381,113,49,64,8,3,3,2,1,2,5.09,1.22,4,9,0,21,4,0,0,0,0,0,0,0
634595,away,144,2,3,8,3,.170,.234,.319,105,40,65,8,3,2,0,0,0,3.40,1.43,8,4,0,21,10,0,0,0,0,0,0,0
634570,home,113,11,10,9,5,.320,.404,.602,116,32,84,9,2,7,4,1,4,3.83,1.02,10,7,0,27,11,0,0,0,0,0,0,0
634570,away,134,4,7,9,2,.199,.283,.357,133,54,79,9,5,10,9,4,11,7.16,1.53,4,9,0,24,9,2,0,0,0,0,0,0
634589,home,114,4,8,11,3,.215,.302,.386,139,49,90,14,4,4,2,1,2,3.35,1.19,4,9,0,27,3,0,0,0,0,0,0,0
634589,away,118,2,4,14,4,.269,.357,.462,137,49,88,11,3,8,4,2,4,4.70,1.43,7,5,0,24,7,0,0,0,0,0,0,0
634641,home,111,9,13,4,1,.258,.306,.392,121,40,81,8,4,5,2,0,2,3.63,1.40,12,6,0,27,11,0,0,0,0,0,0,0
634641,away,139,2,5,8,4,.208,.294,.337,134,42,92,4,1,13,6,1,9,5.87,1.53,10,8,0,24,11,1,0,0,0,0,0,0
634598,home,116,2,8,10,1,.223,.298,.389,118,24,94,11,0,7,3,0,3,5.40,1.44,6,8,0,27,8,0,0,0,0,0,0,0
634598,away,142,3,7,11,0,.255,.335,.440,120,40,80,10,1,8,2,1,2,2.14,1.04,4,9,0,27,9,1,0,0,0,0,0,0
634583,home,140,2,8,8,0,.262,.342,.416,132,45,87,12,1,9,1,1,1,6.06,1.44,9,5,0,27,9,0,0,0,0,0,0,0
634583,away,141,1,9,12,1,.214,.279,.368,102,26,76,8,0,8,2,1,2,3.12,1.21,9,7,0,24,9,0,0,0,0,0,0,0
634549,home,112,2,3,12,4,.124,.251,.290,149,49,100,10,1,8,3,2,4,3.11,1.15,14,7,0,30,15,2,0,0,0,1,0,0
634549,away,158,4,8,10,1,.171,.239,.276,147,58,89,12,4,3,1,1,2,3.27,1.05,9,9,0,30,4,1,0,0,0,0,0,0
634567,home,133,4,5,11,5,.168,.265,.264,169,66,103,11,7,8,3,0,3,7.17,1.78,8,11,0,30,5,0,0,0,0,0,0,0
634567,away,119,3,8,11,7,.310,.409,.492,170,70,100,11,5,5,3,1,4,3.90,1.07,6,11,0,28,5,0,0,0,0,0,0,0
634626,home,143,8,9,10,3,.262,.348,.405,167,55,112,9,3,11,2,0,2,2.62,1.05,14,5,0,27,12,1,0,0,0,0,0,0
634626,away,121,2,11,9,3,.248,.350,.362,154,57,97,10,3,9,8,3,8,4.68,1.40,10,4,0,24,9,1,0,0,0,0,0,0
634563,home,135,2,6,8,1,.252,.344,.398,162,56,106,14,5,5,2,1,3,1.97,1.00,7,9,0,30,6,2,0,0,0,0,0,0
634563,away,137,3,5,14,5,.201,.268,.392,129,39,90,8,1,6,2,1,2,3.40,1.21,10,11,0,30,9,0,0,0,0,0,0,0
634592,home,136,8,9,7,4,.207,.311,.316,169,77,92,8,10,6,4,0,4,4.91,1.45,8,8,0,27,8,0,0,0,0,0,0,0
634592,away,145,4,6,8,10,.246,.351,.385,150,57,93,7,4,9,8,0,8,4.55,1.37,10,7,0,24,7,2,0,0,0,0,0,0
634585,home,146,0,3,9,5,.218,.299,.316,158,59,99,9,4,8,7,2,7,4.33,1.11,9,8,0,27,9,0,0,0,0,0,1,0
634585,away,138,7,8,9,4,.206,.292,.367,148,53,95,9,5,3,0,0,0,5.02,1.37,7,10,0,27,9,0,0,0,0,1,0,0
634539,home,147,3,13,10,2,.254,.342,.378,172,60,112,17,2,4,2,2,4,1.74,0.82,10,7,0,33,9,1,0,0,0,0,0,0
634539,away,110,4,4,17,2,.229,.278,.322,189,67,122,10,2,13,2,0,3,3.50,1.22,11,10,0,33,13,0,0,0,0,0,0,0
634542,home,115,8,10,10,4,.228,.289,.465,111,37,74,4,2,5,0,0,0,4.81,1.60,14,8,0,27,14,0,0,0,0,0,0,0
634542,away,109,0,5,4,2,.216,.266,.365,149,56,93,10,4,10,8,0,8,5.17,1.57,5,9,0,24,5,1,0,0,0,0,0,0
